GM12878,encode-0,90.8861654465423,34677901.3242635
GM12878,encode-1,88.7299920305795,30596819.8442995
GM12878,encode-2,97.6369415893574,55371217.1316036
GM12878,encode-3,40.1093466594014,21808390.5491826
GM12878,encode-4,117.238490523774,45342934.9148397
GM12878,hic010,35.8165261927959,24797228.8479105
GM12878,hic026,141.788244966163,136116520.738637
GM12878,hic031,88.7299920305795,30596819.8442995
GM12878,hic033,29.185314196847,6575953.09592194
GM12878,hic046,53.2329079427722,16221914.8898267
GM12878,primary,1154.22749379248,1373059835.9662
